2046,59582,53630,47678,41726,35774,29822,23870,19966,14014,
61380,53380,47428,41476,35522,29570,23618,19714,13762,7810,
55242,47242,41290,35338,29386,23434,19528,13576,7624,0,
49104,41040,35088,29136,23184,19280,13328,7376,0,0,
42902,34902,28950,22998,19094,13142,7190,0,0,0,
36764,28764,24860,18908,12956,7004,0,0,0,0,
24612,24674,18722,12770,6818,0,0,0,0,0,
18476,18536,12584,6632,0,0,0,0,0,0,
12338,12398,6446,0,0,0,0,0,0,0,
6200,6262,0,0,0,0,0,0,0,0,
